County,State,"Age-Adjusted Incidence Rate - cases per 100,000",Average Annual Count,Recent Trend
Woodward County, Oklahoma,376.8,89,falling
Larue County, Kentucky,489.9,89,stable
Colusa County, California,389,89,stable
Appanoose County, Iowa,457.4,89,stable
Cedar County, Missouri,412.3,88,falling
Smith County, Mississippi,425,88,stable
Baker County, Oregon,332.1,88,stable
Montgomery County, Missouri,520.7,88,stable
Ripley County, Missouri,448.9,88,stable
Butler County, Kentucky,536,88,stable
Clay County, Alabama,468.5,88,stable
Crockett County, Tennessee,464.8,88,rising
Floyd County, Virginia,387.9,88,stable
Madison County, Florida,339.7,88,stable
Screven County, Georgia,467.5,87,stable
Amite County, Mississippi,452.8,87,stable
Cass County, Illinois,533.4,87,stable
Grundy County, Iowa,483.6,87,stable
Moultrie County, Illinois,461.8,87,stable
Edmonson County, Kentucky,514.6,87,stable
Fulton County, Arkansas,434.9,87,stable
Bath County, Kentucky,569.8,87,stable
Madison County, Missouri,531,87,stable
Choctaw County, Alabama,443.2,87,stable
Izard County, Arkansas,384.6,87,falling
Livingston County, Missouri,432.3,87,stable
Hughes County, Oklahoma,477.5,86,stable
Lake County, Michigan,396.1 #  ,86,stable
Duchesne County, Utah,478.7,86,stable
Nolan County, Texas,448.8,86,stable
Winn Parish, Louisiana,455.3,86,stable
Red River County, Texas,432.5,85,falling
La Salle Parish, Louisiana,470.6,85,stable
Lunenburg County, Virginia,455.8,85,stable
Caldwell County, Kentucky,481.6,85,stable
Jefferson County, Montana,507.8,85,stable
Lincoln County, Wyoming,374,85,stable
Sanpete County, Utah,297.5,85,falling
Gooding County, Idaho,456.7,85,stable
Meigs County, Tennessee,514.5,85,rising
Crawford County, Georgia,510.8,84,stable
Sabine County, Texas,447.2,84,stable
Decatur County, Tennessee,462.5,84,stable
Jefferson County, Florida,388.2,84,stable
Madison County, Virginia,431.4,84,stable
Martinsville City, Virginia,450.7,84,stable
Robertson County, Texas,372.7,84,stable
Buchanan County, Virginia,256.3,84,falling
Webster County, Kentucky,493.7,84,stable
Charlotte County, Virginia,458.2,83,stable
Essex County, Virginia,509.1,83,stable
Murray County, Oklahoma,438.5,83,stable
Custer County, Montana,503.8,83,stable
Jackson County, Kentucky,498.5,83,stable
Monroe County, Kentucky,581.1,83,rising
Allamakee County, Iowa,395.5,83,stable
Calhoun County, Florida,434.1,83,stable
Cherokee County, Iowa,441.9,83,stable
Conecuh County, Alabama,457.5,83,stable
McCormick County, South Carolina,436.4,83,stable
Socorro County, New Mexico,384.8,83,stable
York County, Nebraska,443.7,83,stable
Saline County, Nebraska,508.6,83,stable
Madison County, Idaho,375,82,stable
Newton County, Indiana,429.5,82,falling
Iron County, Michigan,366.5 #  ,82,stable
Jackson County, Texas,453.3,82,stable
Lee County, Virginia,241.2,82,falling
Buffalo County, Wisconsin,410.1,81,stable
Green County, Kentucky,525.4,81,rising
Montgomery County, Iowa,541,81,stable
Sussex County, Virginia,544.4,81,rising
Summers County, West Virginia,391.1,81,stable
Union County, Iowa,470.6,81,stable
Alleghany County, North Carolina,417.3,81,stable
Amelia County, Virginia,453.2,81,stable
Callahan County, Texas,413.3,81,stable
Comanche County, Texas,397.1,81,stable
Montmorency County, Michigan,451.1 #  ,81,falling
Scott County, Virginia,234.6,81,falling
Texas County, Oklahoma,403.3,81,stable
Washington County, Kentucky,526.9,81,stable
Magoffin County, Kentucky,511.7,81,stable
Johnson County, Illinois,449.1,80,stable
Mackinac County, Michigan,412.8 #  ,80,stable
Lawrence County, Mississippi,495,80,falling
Pike County, Indiana,460.5,80,stable
Cannon County, Tennessee,431,80,falling
Las Animas County, Colorado,367.3,80,stable
Pulaski County, Indiana,461.4,79,stable
Rains County, Texas,443,79,stable
Uinta County, Wyoming,369.9,79,stable
Clarke County, Virginia,387.6,79,stable
Jefferson Davis County, Mississippi,477.1,79,stable
Tallahatchie County, Mississippi,484.3,79,stable
Linn County, Missouri,440.4,79,stable
Little River County, Arkansas,449.6,79,stable
Iron County, Missouri,517.8,78,stable
Palo Alto County, Iowa,627.2,78,stable
Pend Oreille County, Washington,362.5,78,falling
Dade County, Georgia,365.2,78,stable
Hancock County, Iowa,475.3,78,stable
Mathews County, Virginia,487.9,78,stable
Bledsoe County, Tennessee,398.5,78,falling
Chickasaw County, Iowa,458.1,78,stable
Bradley County, Arkansas,520.4,78,rising
Hill County, Montana,429.1,78,stable
Barton County, Missouri,466.5,77,stable
Morris County, Texas,427.6,77,stable
Park County, Colorado,312.7,77,falling
Willacy County, Texas,351.3,77,stable
Marion County, Texas,449,77,stable
Morgan County, Kentucky,486.6,77,stable
Franklin County, Iowa,520.9,77,rising
Hale County, Alabama,385.2,77,stable
Atoka County, Oklahoma,413.8,77,stable
Monona County, Iowa,549.8,77,stable
Clinton County, Kentucky,548.2,76,stable
Pitkin County, Colorado,320.8,76,falling
Lowndes County, Alabama,553.9,76,rising
Osage County, Missouri,450,76,stable
Greensville County, Virginia,528.9,76,stable
Lake County, South Dakota,451.1,76,falling
Lewis County, Tennessee,454.6,76,stable
Scurry County, Texas,388.5,76,stable
Calhoun County, Iowa,512.6,76,rising
Boundary County, Idaho,448,76,stable
Martin County, Kentucky,530,76,stable
Camp County, Texas,463.4,75,stable
Hardy County, West Virginia,382.8,75,stable
Newton County, Texas,387.7,75,stable
Fergus County, Montana,431.6,75,falling
Noble County, Ohio,330.7,75,falling
Wilbarger County, Texas,470.3,75,stable
Guthrie County, Iowa,470.4,74,stable
Hamilton County, Florida,420.2,74,stable
Dickenson County, Virginia,356.1,74,falling
Heard County, Georgia,512.6,74,stable
Moore County, Texas,386.2,74,stable
Summit County, Colorado,232.7,74,falling
Todd County, Kentucky,513.8,74,rising
Macon County, Georgia,425.1,74,falling
Carbon County, Montana,430.8,74,stable
Greene County, Iowa,537.9,74,rising
Williamsburg City, Virginia,478.2,74,stable
Barnes County, North Dakota,472.8,74,stable
Converse County, Wyoming,443.3,74,stable
Holmes County, Florida,275.6,73,stable
Bollinger County, Missouri,436.1,73,stable
Okfuskee County, Oklahoma,470.2,73,stable
Wabash County, Illinois,448.8,73,stable
Bleckley County, Georgia,475.4,73,stable
Lyon County, Iowa,484.7,73,stable
Pushmataha County, Oklahoma,435.5,73,rising
Forest County, Wisconsin,505,73,stable
Moniteau County, Missouri,400.5,73,stable
Perry County, Arkansas,502.4,73,stable
Sumter County, Alabama,466.2,72,rising
Walsh County, North Dakota,446.2,72,stable
Carroll County, Kentucky,576,72,stable
Mitchell County, Iowa,469.1,72,stable
Wilcox County, Alabama,511.7,72,stable
Desha County, Arkansas,444.7,72,stable
Franklin County, Florida,427.7,72,stable
Washington County, Idaho,444.7,72,stable
Wright County, Iowa,384.9,72,falling
Douglas County, Missouri,329.5,72,falling
Emmet County, Iowa,525.6,72,stable
Keokuk County, Iowa,481.9,72,stable
McLean County, North Dakota,489.4,72,stable
Poquoson City, Virginia,437,72,stable
Crawford County, Indiana,497.8,71,stable
Haskell County, Oklahoma,404.4,71,stable
Leslie County, Kentucky,515.1,71,stable
Deaf Smith County, Texas,392.9,71,stable
McLean County, Kentucky,564.8,71,stable
Stillwater County, Montana,516.1,71,stable
Perry County, Mississippi,460.4,71,stable
Owen County, Kentucky,510.2,71,stable
Carroll County, Mississippi,446.3,70,stable
Catahoula Parish, Louisiana,554.9,70,falling
Sac County, Iowa,461.8,70,stable
Winnebago County, Iowa,463.5,70,stable
Colfax County, New Mexico,346.3,70,stable
West Carroll Parish, Louisiana,475.6,70,stable
Carbon County, Wyoming,385.8,70,stable
Glades County, Florida,324.5,70,falling
Livingston County, Kentucky,506.3,70,stable
Clearwater County, Idaho,457.8,70,stable
Webster County, West Virginia,542,70,stable
Jeff Davis County, Georgia,411,69,falling
Richmond County, Virginia,536.4,69,rising
Wilkes County, Georgia,463,69,stable
Montgomery County, Mississippi,473.7,69,stable
Jackson County, Tennessee,383.8,69,falling
Chicot County, Arkansas,435.3,69,stable
Blanco County, Texas,389.3,69,stable
Cumberland County, Illinois,469.9,69,stable
Grant County, West Virginia,382.3,68,stable
Nowata County, Oklahoma,477,68,stable
Humboldt County, Iowa,492.8,68,stable
Metcalfe County, Kentucky,519,68,stable
Oscoda County, Michigan,486.8 #  ,68,rising
Rolette County, North Dakota,499.8,68,stable
Howard County, Arkansas,409.3,68,falling
Montgomery County, Arkansas,455.6,68,stable
St. Helena Parish, Louisiana,502.3,68,stable
Roosevelt County, New Mexico,351.8,68,stable
Telfair County, Georgia,324.9,68,stable
Custer County, Nebraska,407.1,68,stable
Love County, Oklahoma,527.2,68,stable
Noble County, Oklahoma,450.6,68,stable
Pike County, Arkansas,456.7,68,stable
Deer Lodge County, Montana,462.7,67,stable
Dooly County, Georgia,360,67,falling
Big Horn County, Wyoming,393.3,67,stable
Lemhi County, Idaho,446.3,67,stable
Ramsey County, North Dakota,413.6,67,stable
Valley County, Idaho,406,67,falling
Charlton County, Georgia,454,67,stable
Lyon County, Kentucky,489.3,67,stable
Richardson County, Nebraska,503.5,67,stable
Goshen County, Wyoming,336.7,67,stable
Ketchikan Gateway Borough, Alaska,421.5,67,falling
Clay County, West Virginia,545.3,66,stable
Holt County, Nebraska,444.6,66,stable
Jones County, North Carolina,457.4,66,stable
Crittenden County, Kentucky,514.6,66,stable
Greene County, Mississippi,426.2,66,stable
Ralls County, Missouri,457.4,66,stable
Clay County, Texas,429.2,65,stable
Humboldt County, Nevada,373.7,65,stable
St. Clair County, Missouri,400.8,65,stable
Hamilton County, Illinois,538.8,65,rising
Noxubee County, Mississippi,502.1,65,stable
Keith County, Nebraska,494.3,65,stable
Live Oak County, Texas,379,64,stable
Ritchie County, West Virginia,437.2,64,stable
Dawson County, Texas,452.5,64,stable
Clarke County, Iowa,534.4,64,stable
Terrell County, Georgia,527.8,64,stable
Box Butte County, Nebraska,439,64,stable
Kiowa County, Oklahoma,520.1,64,stable
Madison County, Texas,410.7,63,stable
Caldwell Parish, Louisiana,494.6,63,stable
Frio County, Texas,359.7,63,stable
Pocahontas County, West Virginia,449.8,63,stable
Fremont County, Idaho,403.5,63,stable
Runnels County, Texas,435.9,63,stable
Sevier County, Arkansas,339.7,63,stable
Hickory County, Missouri,353.2,63,stable
Skamania County, Washington,380.1,63,stable
Latimer County, Oklahoma,424.6,62,stable
Red Willow County, Nebraska,393.3,62,falling
Clay County, South Dakota,527.9,62,rising
Cumberland County, Virginia,431.8,62,stable
Early County, Georgia,448.5,62,stable
Grundy County, Missouri,433.6,62,stable
Lamb County, Texas,384.6,62,falling
Lincoln County, Washington,356,62,falling
Webster County, Mississippi,489.9,62,falling
Alger County, Michigan,402.4 #  ,62,stable
Archuleta County, Colorado,316.2,62,falling
Karnes County, Texas,371.4,62,stable
Nantucket County, Massachusetts,491.4,62,falling
Scott County, Arkansas,418.5,61,stable
Prairie County, Arkansas,485.3,61,stable
Pulaski County, Georgia,378.3,61,stable
Gates County, North Carolina,381.8,61,stable
Monroe County, Arkansas,550.7,61,stable
Carroll County, Missouri,471.3,61,stable
Charles Mix County, South Dakota,510.2,61,stable
Schoolcraft County, Michigan,437.8 #  ,61,stable
Tyler County, West Virginia,438.8,61,stable
Bullock County, Alabama,487,60,stable
Howard County, Iowa,469.7,60,stable
Jasper County, Illinois,447.1,60,stable
Quay County, New Mexico,438.4,60,stable
Turner County, South Dakota,515.3,60,stable
Bracken County, Kentucky,564.5,60,stable
Big Horn County, Montana,469.9,59,stable
Butte County, South Dakota,431.4,59,stable
DeKalb County, Missouri,387.2,59,stable
Johnston County, Oklahoma,406.3,59,stable
Lincoln County, Georgia,481.4,59,rising
Martin County, Indiana,409,59,falling
Mercer County, North Dakota,501.8,59,stable
Tucker County, West Virginia,527.4,59,falling
Bacon County, Georgia,455.2,59,stable
Franklin County, Texas,398.4,59,stable
Lincoln County, Arkansas,367.2,59,falling
Monroe County, Missouri,448.5,59,stable
Ozark County, Missouri,366.5,59,stable
Prowers County, Colorado,394.5,59,stable
Richland County, Montana,463.1,59,stable
Coleman County, Texas,427.3,59,stable
Cuming County, Nebraska,442.2,59,stable
Phelps County, Nebraska,469.9,59,stable
Woodruff County, Arkansas,603.9,59,rising
Adams County, Washington,342.4,59,falling
Fall River County, South Dakota,488.6,59,falling
Louisa County, Iowa,403.8,59,stable
San Augustine County, Texas,410,59,rising
Turner County, Georgia,547.8,58,stable
Blaine County, Oklahoma,441.7,58,stable
Franklin City, Virginia,535.9,58,stable
Twiggs County, Georgia,457,58,stable
Wilkinson County, Georgia,471.5,58,stable
Candler County, Georgia,416.4,58,stable
Knox County, Nebraska,431.4,58,stable
Moffat County, Colorado,382.6,58,falling
Gunnison County, Colorado,351,58,falling
Madison Parish, Louisiana,460.7,58,stable
Searcy County, Arkansas,452.6,58,stable
Cleveland County, Arkansas,496.1,57,stable
Trimble County, Kentucky,530,57,stable
Coosa County, Alabama,345.7,57,stable
Irwin County, Georgia,485.9,57,stable
Lee County, Arkansas,450.3,57,stable
Lewis County, Missouri,445.6,57,stable
Merrick County, Nebraska,524.4,57,stable
Rosebud County, Montana,541.1,57,stable
Glacier County, Montana,433,57,stable
Houston County, Tennessee,498.5,57,stable
Beaverhead County, Montana,413,57,stable
Cheyenne County, Nebraska,452.3,57,stable
Millard County, Utah,389,57,stable
Wilkinson County, Mississippi,508.1,57,stable
Morrow County, Oregon,426.2,57,stable
Perry County, Tennessee,502,57,stable
Camden County, North Carolina,443.5,56,stable
Dallas County, Arkansas,512.6,56,stable
McCulloch County, Texas,460.5,56,stable
Hamilton County, Nebraska,453.6,56,stable
Alamosa County, Colorado,346.9,56,stable
Ballard County, Kentucky,489.6,56,stable
Benewah County, Idaho,420.8,56,falling
Bristol City, Virginia,237.4,56,falling
Van Buren County, Iowa,518,56,stable
Evans County, Georgia,439.6,56,stable
Grand County, Colorado,313.9,56,falling
Lee County, Kentucky,603.2,55,stable
Decatur County, Iowa,546.6,55,stable
Owyhee County, Idaho,401.5,55,falling
Butler County, Nebraska,474.6,55,stable
Harrison County, Missouri,445,55,stable
Modoc County, California,377.8,55,stable
Switzerland County, Indiana,414.5,55,falling
Washita County, Oklahoma,376.3,55,falling
Charles City County, Virginia,472.7,55,stable
Greene County, Alabama,460.6,55,stable
Hamilton County, Texas,415.7,55,stable
Terry County, Texas,382.8,55,stable
Warren County, Indiana,462.9,55,stable
Franklin County, Mississippi,527.5,55,stable
Oregon County, Missouri,340.7,55,stable
Perry County, Alabama,449.7,54,stable
Schuyler County, Illinois,505.1,54,rising
Falls Church City, Virginia,372.8,54,stable
Monroe County, Iowa,490.9,54,stable
Valley County, Montana,484.1,54,stable
Benton County, Indiana,485.9,54,stable
Chariton County, Missouri,451.7,54,stable
Dawson County, Montana,441,54,falling
Lucas County, Iowa,422.3,54,stable
Pocahontas County, Iowa,476.3,54,stable
Seminole County, Georgia,418.9,54,stable
Stephens County, Texas,427,54,stable
Nevada County, Arkansas,443.9,54,stable
Rio Grande County, Colorado,341,54,stable
Sullivan County, Pennsylvania,464.3,54,falling
Duval County, Texas,383.2,53,stable
Pecos County, Texas,325.6,53,stable
Hancock County, Georgia,399.5,53,*
Andrews County, Texas,344.6,53,falling
Custer County, South Dakota,364.4,53,falling
Fremont County, Iowa,486.6,53,stable
Roberts County, South Dakota,415.1,53,stable
Wolfe County, Kentucky,541.6,53,stable
Lanier County, Georgia,490.1,53,stable
Pleasants County, West Virginia,515,53,stable
Adair County, Iowa,469.9,52,stable
Clear Creek County, Colorado,379.3,52,stable
Daviess County, Missouri,459.5,52,stable
Gaines County, Texas,339.8,52,stable
Pendleton County, West Virginia,424,52,stable
Taylor County, Georgia,462.3,52,stable
Choctaw County, Mississippi,429.8,52,rising
Madison County, Montana,347.7,52,stable
Radford City, Virginia,420.4,52,stable
Graham County, North Carolina,388.8,52,stable
Greer County, Oklahoma,710.4,52,rising
Nicholas County, Kentucky,575.5,52,stable
Ward County, Texas,426,52,stable
Grant County, South Dakota,480,51,stable
Kemper County, Mississippi,378.3,51,stable
Roosevelt County, Montana,484.4,51,stable
Iron County, Wisconsin,434.4,51,stable
Lake County, Oregon,393.1,51,falling
Ontonagon County, Michigan,378.8 #  ,51,stable
Caldwell County, Missouri,418.7,51,falling
Gallatin County, Kentucky,523.1,51,stable
Gilmer County, West Virginia,504.6,51,stable
Wilcox County, Georgia,450.6,51,stable
Henderson County, Illinois,435.3,51,stable
Johnson County, Wyoming,403.1,51,stable
Trousdale County, Tennessee,493.7,51,stable
Cumberland County, Kentucky,510.1,50,stable
Humphreys County, Mississippi,486.9,50,stable
Mountrail County, North Dakota,503.4,50,stable
Allendale County, South Carolina,397.2,50,stable
Jefferson County, Nebraska,436.4,50,stable
King and Queen County, Virginia,485.4,50,stable
Ida County, Iowa,470.7,50,stable
Tunica County, Mississippi,509,50,stable
Alexander County, Illinois,505.6,50,stable
Burt County, Nebraska,470.5,50,stable
Clay County, Tennessee,408,50,falling
Franklin County, Idaho,364.1,50,stable
Red River Parish, Louisiana,422.2,50,stable
Surry County, Virginia,497.4,50,rising
Yuma County, Colorado,395.7,49,stable
Claiborne County, Mississippi,471,49,stable
Galax City, Virginia,530.4,49,stable
Howard County, Missouri,376,49,stable
Reeves County, Texas,340.6,49,falling
Cedar County, Nebraska,387.1,49,stable
Grand Isle County, Vermont,515.2,49,stable
Hancock County, Tennessee,522.5,49,stable
Randolph County, Georgia,466.4,49,stable
Traill County, North Dakota,454.4,49,stable
Bottineau County, North Dakota,471.6,48,stable
Emery County, Utah,406.5,48,stable
Kodiak Island Borough, Alaska,408.2,48,stable
Tillman County, Oklahoma,474.5,48,stable
Hutchinson County, South Dakota,438.1,48,stable
Long County, Georgia,331.7,48,falling
Pembina County, North Dakota,441,48,stable
Platte County, Wyoming,358,48,falling
Hancock County, Kentucky,430.1,48,stable
Archer County, Texas,371.7,48,stable
Dade County, Missouri,413.2,48,stable
Spink County, South Dakota,536.9,48,stable
Worth County, Iowa,459.8,47,stable
Hamilton County, New York,532.8,47,stable
Johnson County, Georgia,360,47,stable
Kingsbury County, South Dakota,621.5,47,stable
Mono County, California,272.3,47,stable
Boise County, Idaho,412.6,47,stable
Goliad County, Texas,418.4,47,stable
Grand County, Utah,379.7,47,stable
Davis County, Iowa,428.1,47,stable
Essex County, Vermont,483.6,46,stable
Baraga County, Michigan,375.5 #  ,46,stable
Rappahannock County, Virginia,375.9,46,falling
Talbot County, Georgia,448.4,46,stable
Calhoun County, West Virginia,392.1,45,stable
Major County, Oklahoma,431.7,45,stable
Nemaha County, Nebraska,483.7,45,stable
Shelby County, Missouri,530.2,45,stable
Woods County, Oklahoma,416.6,45,stable
Jenkins County, Georgia,421.7,45,falling
Montgomery County, Georgia,419.9,45,stable
Newton County, Arkansas,343.1,45,stable
Jefferson County, Mississippi,483.2,45,stable
Powell County, Montana,457.1,45,stable
Forest County, Pennsylvania,406.8,44,stable
Benton County, Mississippi,392.9,44,stable
Broadwater County, Montana,501.2,44,rising
Huerfano County, Colorado,341.3,44,falling
Maries County, Missouri,355.7,44,stable
Union County, Indiana,460.1,44,stable
Grant County, Oregon,359,44,stable
Washakie County, Wyoming,374.1,44,falling
White Pine County, Nevada,347.5,44,stable
Clark County, Missouri,443.6,43,stable
Lafayette County, Florida,435.7,43,stable
Somervell County, Texas,378,43,stable
Edwards County, Illinois,449.4,43,stable
Wallowa County, Oregon,347,43,falling
Doddridge County, West Virginia,351.1,43,stable
Quitman County, Mississippi,456.2,43,stable
East Carroll Parish, Louisiana,526.6,43,stable
Fulton County, Kentucky,504.5,43,stable
Kane County, Utah,392.5,43,stable
Refugio County, Texas,421.3,43,falling
Taylor County, Iowa,471.5,43,stable
Wayne County, Nebraska,409.7,43,stable
Wirt County, West Virginia,524,43,stable
Clinch County, Georgia,532.3,42,stable
Kearney County, Nebraska,479.2,42,stable
Audubon County, Iowa,449.1,42,stable
Fillmore County, Nebraska,477.9,42,stable
Wayne County, Iowa,446.1,42,stable
Dawes County, Nebraska,382.7,42,stable
Osceola County, Iowa,467.6,42,stable
Howard County, Nebraska,438.7,42,falling
Jefferson County, Oklahoma,456.6,42,stable
Menifee County, Kentucky,479.8,42,stable
Pierce County, Nebraska,439,42,stable
Bethel Census Area, Alaska,344,42,stable
Brewster County, Texas,312.5,42,stable
Weston County, Wyoming,413.5,42,stable
Manassas Park City, Virginia,333.6,41,stable
Antelope County, Nebraska,423.2,41,stable
Buena Vista City, Virginia,488.7,41,stable
Lake County, Tennessee,461.8,41,rising
Morgan County, Utah,408,41,stable
Reynolds County, Missouri,416.4,41,stable
Colfax County, Nebraska,367.5,41,stable
Day County, South Dakota,440.3,41,stable
Pulaski County, Illinois,490,41,stable
San Juan County, Utah,273.3,41,stable
Pondera County, Montana,486.2,41,stable
Shannon County, South Dakota,433.4,41,stable
Valdez-Cordova Census Area, Alaska,429.5,41,stable
Warren County, Georgia,507.1,41,*
Delta County, Texas,529.5,40,stable
Elliott County, Kentucky,407.2,40,stable
Ringgold County, Iowa,520.1,40,stable
Bon Homme County, South Dakota,400.5,40,stable
Covington City, Virginia,507.8,40,rising
Luce County, Michigan,429.4 #  ,40,stable
Shannon County, Missouri,334,40,stable
Thayer County, Nebraska,492.5,40,rising
Zavala County, Texas,330.8,40,stable
Carter County, Missouri,477.7,40,stable
Marion County, Georgia,333.4,40,falling
Cameron County, Pennsylvania,487.7,40,stable
Scott County, Illinois,535.4,40,stable
Tripp County, South Dakota,451.6,40,stable
Alfalfa County, Oklahoma,472.3,39,stable
Crook County, Wyoming,385.8,39,stable
Dimmit County, Texas,340.7,39,stable
Harney County, Oregon,348,39,falling
Lafayette County, Arkansas,355.3,39,stable
Zapata County, Texas,294.4,39,stable
Boone County, Nebraska,467.8,39,stable
Gentry County, Missouri,422.3,39,stable
Mitchell County, Texas,406.3,39,stable
Putnam County, Illinois,421.9,39,falling
Atkinson County, Georgia,447,39,stable
Calhoun County, Arkansas,497.1,39,stable
McCook County, South Dakota,536.5,39,stable
Dixon County, Nebraska,483.4,38,stable
Furnas County, Nebraska,476.1,38,stable
Sitka Borough, Alaska,377.9,38,stable
Gallatin County, Illinois,498.6,38,falling
Lexington City, Virginia,534.2,38,rising
Bland County, Virginia,389.9,37,stable
Cameron Parish, Louisiana,436.3,37,stable
Stark County, Illinois,456.3,37,stable
Teton County, Idaho,374,37,stable
Dickey County, North Dakota,522.7,37,stable
Jack County, Texas,337.7,37,falling
Miller County, Georgia,447.7,37,stable
Musselshell County, Montana,495,37,stable
Brule County, South Dakota,543.1,37,stable
Clay County, Nebraska,421.9,37,stable
Ferry County, Washington,298.6,37,falling
Greenlee County, Arizona,386.5,37,stable
Pepin County, Wisconsin,325.3,37,stable
Parmer County, Texas,359.6,37,stable
Sheridan County, Nebraska,453.8,37,stable
McHenry County, North Dakota,460.2,37,stable
Ransom County, North Dakota,470.8,37,stable
Sublette County, Wyoming,294.7,37,falling
Yukon-Koyukuk Census Area, Alaska,612.8,37,stable
Calhoun County, Illinois,455.8,36,stable
Cotton County, Oklahoma,439.8,36,stable
Carlisle County, Kentucky,522.4,36,stable
Nuckolls County, Nebraska,489.8,36,stable
Teton County, Montana,389.6,36,stable
Bath County, Virginia,482.5,36,stable
Kit Carson County, Colorado,355.3,36,stable
Ohio County, Indiana,391.8,36,stable
Owsley County, Kentucky,579.8,35,stable
Custer County, Colorado,352.1,35,falling
Johnson County, Nebraska,485.9,35,stable
Treutlen County, Georgia,408.2,35,stable
Wells County, North Dakota,471.2,35,stable
Polk County, Nebraska,460.1,35,stable
Pope County, Illinois,494.1,34,rising
Wheeler County, Texas,485.8,34,stable
Brown County, Illinois,464.2,34,stable
Juab County, Utah,350.7,34,stable
Swisher County, Texas,364.9,34,stable
Beaver County, Utah,505,34,stable
Mineral County, Montana,461.8,34,stable
Haskell County, Texas,402.4,34,stable
Ochiltree County, Texas,353.8,34,stable
Hot Springs County, Wyoming,445.2,34,stable
Southeast Fairbanks Census Area, Alaska,442.2,33,stable
Caribou County, Idaho,390.5,33,stable
Cherry County, Nebraska,376.9,33,stable
Hamlin County, South Dakota,473.3,33,stable
Moore County, Tennessee,358.6,33,stable
Saguache County, Colorado,342.3,33,stable
Craig County, Virginia,425.4,33,stable
Childress County, Texas,416.4,33,stable
Liberty County, Florida,355.3,33,stable
McKenzie County, North Dakota,312.5,32,stable
Atchison County, Missouri,393.4,32,stable
Power County, Idaho,364.4,32,stable
Wheeler County, Georgia,354.2,32,stable
Emporia City, Virginia,452.1,32,stable
Pickett County, Tennessee,376.4,32,stable
Van Buren County, Tennessee,367.1,32,stable
Winkler County, Texas,435.5,32,stable
Columbia County, Washington,469.8,31,stable
Hardin County, Illinois,456.7,31,stable
Moody County, South Dakota,367.6,31,stable
Wrangell-Petersburg Census Area, Alaska,383.1,31,falling
Deuel County, South Dakota,497,31,stable
Walworth County, South Dakota,369.3,31,stable
Custer County, Idaho,402.4,31,stable
Nome Census Area, Alaska,436.3,31,stable
Hickman County, Kentucky,430,31,stable
Mills County, Texas,378.2,31,stable
Phillips County, Montana,481.1,31,stable
Stewart County, Georgia,461,31,stable
Brooks County, Texas,339.5,31,stable
Gregory County, South Dakota,472.7,31,stable
Chouteau County, Montana,362.7,30,falling
Bailey County, Texas,396.1,30,stable
Florence County, Wisconsin,407.3,30,stable
Prince of Wales-Outer Ketchikan, Alaska,399,30,stable
Sullivan County, Missouri,350,30,stable
Mineral County, Nevada,414.9,30,stable
Putnam County, Missouri,383.8,30,stable
Conejos County, Colorado,280.3,29,stable
Crosby County, Texas,418.1,29,stable
North Slope Borough, Alaska,465.4,29,stable
Coal County, Oklahoma,368.8,29,falling
Floyd County, Texas,370.9,29,falling
Holt County, Missouri,412.3,29,stable
Wahkiakum County, Washington,403.7,29,stable
Adams County, Iowa,510.2,29,rising
Morrill County, Nebraska,423.3,29,stable
Sargent County, North Dakota,550.1,29,stable
Bear Lake County, Idaho,373.3,29,stable
Edmunds County, South Dakota,498.4,29,rising
Ouray County, Colorado,385.1,29,stable
Cavalier County, North Dakota,445.9,29,stable
Dewey County, Oklahoma,425.9,29,stable
Thurston County, Nebraska,436.8,29,stable
Benson County, North Dakota,419.3,28,stable
Hyde County, North Carolina,362.3,28,stable
San Miguel County, Colorado,343.6,28,falling
Sherman County, Nebraska,629.5,28,stable
Calhoun County, Georgia,366.5,28,falling
Grant County, Oklahoma,436.1,28,stable
Rio Blanco County, Colorado,371.2,28,falling
San Saba County, Texas,311.7,28,falling
Valley County, Nebraska,425.9,28,stable
Blaine County, Montana,360.9,28,stable
Pershing County, Nevada,349.4,28,stable
Tyrrell County, North Carolina,480.5,28,rising
Garfield County, Utah,384.4,27,stable
Todd County, South Dakota,431.6,27,stable
Sharkey County, Mississippi,445.4,27,stable
Tensas Parish, Louisiana,362.7,27,stable
Kimble County, Texas,350.1,27,stable
Lynn County, Texas,371.3,27,stable
Castro County, Texas,296,27,falling
Webster County, Nebraska,469.8,27,stable
Yoakum County, Texas,342.3,27,stable
LaMoure County, North Dakota,369.5,26,stable
Beaver County, Oklahoma,364,26,stable
Carson County, Texas,328.3,26,stable
Lincoln County, Colorado,377.4,26,stable
Pierce County, North Dakota,402.2,26,stable
Scotland County, Missouri,410.6,26,stable
Bent County, Colorado,342.1,26,stable
Dallam County, Texas,406,26,falling
Franklin County, Nebraska,478.5,26,rising
Sweet Grass County, Montana,437.3,26,stable
Ellis County, Oklahoma,429.5,26,stable
Lewis County, Idaho,424,26,falling
Mercer County, Missouri,479.6,26,stable
Clark County, South Dakota,491,25,stable
Phillips County, Colorado,409.3,25,stable
Emmons County, North Dakota,407.3,25,stable
Knox County, Missouri,424.8,25,stable
Nance County, Nebraska,498.2,25,stable
Schuyler County, Missouri,397.3,25,stable
Sheridan County, Montana,435,25,stable
Adams County, Idaho,350.4,25,falling
